col1,col2
-0.1616659339567033,0.0
-0.4872605816915811,0.06824241336467098
-0.3926873884986069,0.1361666490962466
-0.4895943175345649,0.20345601305263378
-0.3343851664281561,0.2697967711570243
-0.4585166793693792,0.33487961217098616
-0.2795823632579195,0.39840108984624145
-0.2908288640402132,0.46006503773115215
-0.07807774335919168,0.5195839500354336
-0.022331487983379958,0.5766803221148671
-0.4626167563389705,0.6310879443260528
-0.050468132633316135,0.682553143218654
-0.3237551943708096,0.730835964278124
-0.091881771424714,0.7757112907044198
0.07504083737053074,0.816969893010442
-0.3629609620758107,0.8544194045464886
-0.3646346243546201,0.8878852184023752
-0.10522497228104974,0.917211301505453
-0.2810539936753471,0.9422609221188204
-0.3616135947608662,0.9629172873477992
-0.21606858319746647,0.9790840876823229
0.0556641330179849,0.9906859460363308
-0.07601423925407977,0.9976687691905392
0.5017552099415559,1.0
0.18803617244300946,0.9976687691905392
0.19925881195533088,0.9906859460363308
-0.10675059784282047,0.9790840876823229
0.0905628221586331,0.9629172873477994
0.04874724738627224,0.9422609221188205
0.27044364129828635,0.917211301505453
-0.05556246061383136,0.8878852184023752
0.19651842526004565,0.8544194045464887
0.4677734917467088,0.8169698930104421
0.03677563039152912,0.7757112907044198
0.1638974355739584,0.7308359642781239
0.3037179378351784,0.6825531432186541
0.7581113280941302,0.631087944326053
0.4448872090801048,0.5766803221148672
0.4208794725890603,0.5195839500354339
0.01881453884677304,0.46006503773115226
0.493500959629493,0.3984010898462414
0.2998817642227444,0.33487961217098633
0.4574077623761375,0.2697967711570243
0.10083590436063966,0.20345601305263403
0.6461565207010215,0.1361666490962471
0.1184406040033535,0.06824241336467085
0.22206968689641432,1.2246467991473532e-16
0.4660610184530417,-0.06824241336467105
0.3470018943532376,-0.1361666490962464
0.2964667467963628,-0.20345601305263336
-0.11608524922829895,-0.26979677115702444
0.19204444435523504,-0.3348796121709861
0.07511072751390857,-0.39840108984624156
-0.17375608044728086,-0.46006503773115204
0.13756702021676226,-0.5195839500354332
0.08990539958485258,-0.5766803221148673
0.10062232790137987,-0.6310879443260528
0.036245396561008614,-0.6825531432186539
0.16433640195091995,-0.730835964278124
-0.13809646805253506,-0.7757112907044196
-0.013569231998787156,-0.816969893010442
-0.3751523171321697,-0.8544194045464886
-0.27155828459019504,-0.887885218402375
0.03609295698495058,-0.9172113015054532
-0.2263718548197185,-0.9422609221188204
-0.050427181849416206,-0.9629172873477992
-0.10965623921796314,-0.9790840876823229
-0.0806965782163949,-0.9906859460363306
-0.09999422036098136,-0.9976687691905393
-0.004866833139804092,-1.0
-0.14671568729113413,-0.9976687691905392
-0.08179754872062946,-0.9906859460363308
-0.35862778244366983,-0.979084087682323
-0.2491985895220714,-0.9629172873477994
